"Max Aarons","engENG","DF","Bournemouth","engPremier League","24","2000","1.0","63","51","12","2","0","0","2","10","0","0","0","0","50","0","1",
"Max Aarons","engENG","DF,MF","Valencia","esLa Liga","24","2000","1.3","66","54","12","1","0","0","5","11","0","0","0","0","47","0","1",
"Rodrigo Abajas","esESP","DF","Valencia","esLa Liga","21","2003","0.7","29","21","8","0","0","0","1","8","0","0","0","0","17","0","2",
"James Abankwah","ieIRL","DF,MF","Udinese","itSerie A","20","2004","1.0","46","45","1","1","0","0","0","0","0","0","0","0","36","0","0",
"Keyliane Abdallah","frFRA","FW","Marseille","frLigue 1","18","2006","0.0","2","2","0","0","0","0","0","0","0","0","0","0","2","0","0",
"Yunis Abdelhamid","maMAR","DF","Saint-Étienne","frLigue 1","36","1987","11.5","505","461","42","20","0","0","0","3","0","0","0","0","438","2","1",
"Himad Abdelli","dzALG","MF,FW","Angers","frLigue 1","24","1999","31.6","1672","1555","107","41","23","13","44","15","10","5","2","0","1373","10","31",
"Mohamed Abdelmoneim","egEGY","DF","Nice","frLigue 1","25","1999","9.5","521","493","28","21","0","7","2","5","0","0","0","0","471","0","2",
"Ali Abdi","tnTUN","DF,MF","Nice","frLigue 1","30","1993","15.5","678","551","122","12","0","2","51","110","0","0","0","0","502","5","22",
"Saud Abdulhamid","saKSA","DF","Roma","itSerie A","25","1999","2.3","136","103","33","1","0","0","7","32","0","0","0","0","118","0","3",
"Nabil Aberdin","frFRA","MF","Getafe","esLa Liga","21","2002","2.9","61","58","2","2","0","1","0","0","0","0","0","0","36","1","3",
"Oliver Abildgaard","dkDEN","MF","Como","itSerie A","28","1996","0.1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0",
"Matthis Abline","frFRA","FW","Nantes","frLigue 1","21","2003","30.8","538","510","26","1","3","4","30","1","0","0","0","0","351","2","27",
"Abner","brBRA","DF","Lyon","frLigue 1","24","2000","12.1","675","576","97","9","1","5","31","82","6","6","0","0","568","2","19",
"Zakaria Aboukhlal","maMAR","MF,FW","Toulouse","frLigue 1","24","2000","21.1","349","333","13","1","0","0","33","7","3","2","0","0","221","3","14",
"Abdel Abqar","maMAR","DF","Alavés","esLa Liga","25","1999","27.4","939","888","48","40","1","17","5","7","0","0","0","0","719","3","6",
"Tammy Abraham","engENG","FW","Roma","itSerie A","26","1997","0.0","3","3","0","0","0","0","0","0","0","0","0","0","1","0","0",
"Tammy Abraham","engENG","FW","Milan","itSerie A","26","1997","13.1","221","203","17","0","5","0","3","0","0","0","0","0","152","1","6",
"Federico Accornero","itITA","MF","Genoa","itSerie A","20","2004","0.1","6","6","0","0","0","0","1","0","0","0","0","0","4","0","1",
"Francesco Acerbi","itITA","DF","Inter","itSerie A","36","1988","19.0","1297","1256","39","24","0","2","10","8","0","0","0","0","1200","2","5",
"Joshua Acheampong","engENG","DF","Chelsea","engPremier League","18","2006","1.9","124","121","3","2","0","0","0","1","0","0","0","0","104","0","2",
"Akor Adams","ngNGA","FW","Sevilla","esLa Liga","24","2000","1.5","27","24","3","0","0","0","0","0","0","0","0","0","20","0","0",
