"Ismael Aaneba","frFRA","DF","Strasbourg","frLigue 1","21","1999","0.1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0",
"Patrick van Aanholt","nlNED","DF","Crystal Palace","engPremier League","29","1990","19.7","1164","959","192","31","0","4","40","159","2","0","2","0","906","13","26",
"Yunis Abdelhamid","maMAR","DF","Reims","frLigue 1","32","1987","32.1","1762","1697","60","60","0","11","0","0","0","0","0","0","1506","5","10",
"Sabit Abdulai","ghGHA","MF","Getafe","esLa Liga","21","1999","0.7","14","14","0","0","0","1","1","0","0","0","0","0","7","0","1",
"Mehdi Abeid","dzALG","MF","Nantes","frLigue 1","27","1992","14.7","718","662","52","33","0","9","40","5","14","7","7","0","605","4","7",
"Laurent Abergel","frFRA","MF","Lorient","frLigue 1","27","1993","32.9","1564","1521","38","31","1","11","26","7","0","0","0","0","1288","5","34",
"Charles Abi","frFRA","FW,MF","Saint-Étienne","frLigue 1","20","2000","10.1","202","192","10","0","0","1","3","0","0","0","0","0","128","0","10",
"Matthis Abline","frFRA","FW","Rennes","frLigue 1","17","2003","0.0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Pape Abou Cissé","snSEN","DF","Saint-Étienne","frLigue 1","24","1995","14.0","681","653","27","25","0","18","1","2","0","0","0","0","521","1","2",
"David Abraham","arARG","DF","Eint Frankfurt","deBundesliga","34","1986","13.6","678","616","59","17","0","10","13","42","0","0","0","0","558","3","7",
"Tammy Abraham","engENG","FW","Chelsea","engPremier League","22","1997","11.6","211","195","16","2","0","0","6","0","0","0","0","0","149","0","9",
"Amir Abrashi","alALB","MF,DF","Freiburg","deBundesliga","30","1990","0.7","23","23","0","0","0","0","0","0","0","0","0","0","18","0","1",
"Gennaro Acampora","itITA","MF,FW","Spezia","itSerie A","26","1994","4.9","223","216","5","4","0","6","7","0","1","0","0","0","185","2","1",
"Francesco Acerbi","itITA","DF","Lazio","itSerie A","32","1988","31.3","2097","1974","119","73","0","24","32","22","0","0","0","0","1854","4","11",
"Ragnar Ache","deGER","FW,DF","Eint Frankfurt","deBundesliga","22","1998","1.1","32","32","0","0","0","0","1","0","0","0","0","0","19","0","2",
"Marcos Acuña","arARG","DF","Sevilla","esLa Liga","28","1991","25.9","1767","1487","277","46","0","21","119","206","25","2","20","0","1415","3","30",
"Che Adams","sctSCO","FW","Southampton","engPremier League","24","1996","29.6","622","615","2","1","7","3","6","1","0","0","0","0","431","5","19",
"Tyler Adams","usUSA","MF,DF","RB Leipzig","deBundesliga","21","1999","20.6","1375","1273","100","22","0","2","19","78","0","0","0","0","1173","2","17",
"Sargis Adamyan","amARM","FW,MF","Hoffenheim","deBundesliga","27","1993","5.3","156","151","5","0","0","2","10","3","0","0","0","0","103","0","10",
