"Ismael Aaneba","frFRA","DF","Strasbourg","frLigue 1","19","1999","2.3","120","92","28","3","0","2","11","25","0","0","0","0","73","0","8",
"Patrick van Aanholt","nlNED","DF","Crystal Palace","engPremier League","27","1990","35.5","1971","1603","364","46","5","7","42","316","2","0","1","1","1564","4","33",
"Ignazio Abate","itITA","DF","Milan","itSerie A","31","1986","14.5","925","817","107","14","0","4","26","93","0","0","0","0","763","1","19",
"Yunis Abdelhamid","maMAR","DF","Reims","frLigue 1","30","1987","38.0","1614","1543","63","62","0","31","0","1","0","0","0","0","1330","8","19",
"Mehdi Abeid","dzALG","MF","Dijon","frLigue 1","25","1992","22.5","1068","1028","35","17","4","12","24","5","10","1","6","0","903","5","13",
"Charles Abi","frFRA","DF,FW","Saint-Étienne","frLigue 1","18","2000","0.4","17","17","0","0","0","0","0","0","0","0","0","0","6","0","3",
"David Abraham","arARG","DF","Eint Frankfurt","deBundesliga","32","1986","15.8","671","646","22","20","0","13","8","2","0","0","0","0","514","3","12",
"Amir Abrashi","alALB","MF","Freiburg","deBundesliga","28","1990","8.8","372","368","4","1","0","0","2","2","0","0","0","0","319","0","9",
"Francesco Acerbi","itITA","DF","Lazio","itSerie A","30","1988","36.8","1800","1735","61","46","0","15","6","15","0","0","0","0","1560","4","11",
"Afriyie Acquah","ghGHA","MF","Empoli","itSerie A","26","1992","16.8","738","723","11","3","2","4","34","8","0","0","0","0","580","4","28",
"Tyler Adams","usUSA","MF","RB Leipzig","deBundesliga","19","1999","8.0","530","511","18","15","4","3","2","3","0","0","0","0","424","1","12",
"Antonio Adán","esESP","GK","Atlético Madrid","esLa Liga","31","1987","1.0","24","13","11","0","0","0","0","0","0","0","0","0","13","0","0",
"Aday","esESP","DF,MF","Girona","esLa Liga","30","1987","7.2","320","247","71","13","0","6","50","49","9","3","1","0","227","2","6",
"Khaled Adénon","bjBEN","DF","Amiens","frLigue 1","33","1985","22.2","973","938","32","31","0","5","0","1","0","0","0","0","837","3","5",
"Claud Adjapong","itITA","MF,FW","Sassuolo","itSerie A","20","1998","3.0","101","75","24","1","0","1","5","23","0","0","0","0","74","2","5",
"Yacine Adli","frFRA","MF","Bordeaux","frLigue 1","18","2000","2.4","151","145","5","1","1","2","9","2","2","2","0","0","111","1","3",
"Ali Adnan Kadhim","iqIRQ","DF","Atalanta","itSerie A","24","1993","1.8","117","89","26","4","0","1","14","16","6","0","6","0","77","2","6",
"Aritz Aduriz","esESP","FW","Athletic Club","esLa Liga","37","1981","10.5","238","229","9","0","0","0","6","1","0","0","0","0","146","0","5",
