"Patrick van Aanholt","nlNED","DF","Crystal Palace","engPremier League","26","1990","24.3","1176","897","276","30","3","2","56","235","11","3","5","2","884","3","31",
"Rolando Aarons","engENG","MF,FW","Newcastle Utd","engPremier League","21","1995","1.5","44","41","2","2","0","1","2","0","0","0","0","0","29","1","3",
"Rolando Aarons","engENG","MF,FW","Hellas Verona","itSerie A","21","1995","5.7","120","110","10","4","0","0","10","4","0","0","0","0","87","0","5",
"Ignazio Abate","itITA","DF","Milan","itSerie A","30","1986","11.7","776","653","119","7","0","2","31","112","0","0","0","0","625","4","21",
"Aymen Abdennour","tnTUN","DF","Marseille","frLigue 1","27","1989","5.5","333","325","7","7","0","3","0","0","0","0","0","0","310","1","2",
"Aly Abeid","mrMTN","DF","Levante","esLa Liga","19","1997","0.9","38","30","8","0","0","0","2","8","0","0","0","0","29","0","2",
"Mehdi Abeid","dzALG","MF","Dijon","frLigue 1","24","1992","13.1","605","587","17","12","0","5","6","3","2","1","0","0","513","1","8",
"David Abraham","arARG","DF","Eint Frankfurt","deBundesliga","31","1986","25.6","1321","1267","50","44","0","27","7","6","0","0","0","0","1088","4","6",
"Tammy Abraham","engENG","FW","Swansea City","engPremier League","19","1997","19.2","314","286","28","0","2","1","13","1","0","0","0","0","206","0","6",
"Amir Abrashi","alALB","MF","Freiburg","deBundesliga","27","1990","9.4","321","315","6","5","0","2","5","1","0","0","0","0","248","0","6",
"Francesco Acerbi","itITA","DF","Sassuolo","itSerie A","29","1988","38.0","1650","1529","118","89","2","24","12","28","0","0","0","0","1391","3","9",
"Afriyie Acquah","ghGHA","MF","Torino","itSerie A","25","1992","10.6","478","468","8","6","0","1","12","0","0","0","0","0","405","2","9",
"Charlie Adam","sctSCO","MF","Stoke City","engPremier League","31","1985","4.6","285","252","28","14","3","4","30","4","10","3","4","3","168","5","9",
"Antonio Adán","esESP","GK","Betis","esLa Liga","30","1987","30.0","1256","911","344","91","0","1","0","0","0","0","0","0","868","1","1",
"Aday","esESP","DF","Girona","esLa Liga","29","1987","20.4","1047","835","209","16","1","15","134","190","3","0","2","0","738","3","37",
"Khaled Adénon","bjBEN","DF","Amiens","frLigue 1","32","1985","32.5","1157","1091","64","63","1","5","0","1","0","0","0","0","960","2","9",
"Claud Adjapong","itITA","DF,FW","Sassuolo","itSerie A","19","1998","13.6","509","442","65","1","3","2","27","63","1","0","0","0","363","2","17",
"René Adler","deGER","GK","Mainz 05","deBundesliga","32","1985","14.0","442","293","146","29","0","0","0","0","0","0","0","0","283","3","0",
"Yacine Adli","frFRA","FW","Paris S-G","frLigue 1","17","2000","0.1","7","7","0","0","0","1","0","0","0","0","0","0","7","0","0",
"Ali Adnan Kadhim","iqIRQ","DF,FW","Udinese","itSerie A","23","1993","18.6","883","671","211","17","0","3","88","173","21","6","12","0","585","1","34",
"Adrián","esESP","GK","West Ham","engPremier League","30","1987","19.0","571","332","235","51","0","1","0","0","0","0","0","0","266","4","0",
"Aritz Aduriz","esESP","FW","Athletic Club","esLa Liga","36","1981","23.9","518","497","20","1","2","2","20","7","0","0","0","0","337","1","15",
"Ibrahim Afellay","nlNED","MF","Stoke City","engPremier League","31","1986","1.8","82","81","1","0","0","0","0","1","0","0","0","0","72","0","0",
"Benik Afobe","cdCOD","FW","Bournemouth","engPremier League","24","1993","6.8","154","142","12","1","0","0","2","0","0","0","0","0","113","0","2",
"Martin Agirregabiria","esESP","DF","Alavés","esLa Liga","21","1996","20.3","884","658","226","10","2","3","50","216","0","0","0","0","634","0","31",
"Imanol Agirretxe","esESP","FW","Real Sociedad","esLa Liga","30","1987","2.6","60","56","3","0","1","0","1","0","0","0","0","0","38","1","2",
"Sergio Agüero","arARG","FW","Manchester City","engPremier League","29","1988","21.8","650","620","27","0","4","0","16","3","1","0","0","0","529","3","20",
"Ruben Aguilar","frFRA","DF","Montpellier","frLigue 1","24","1993","27.3","1545","1187","349","11","2","10","95","338","0","0","0","0","1186","9","43",
"Matías Aguirregaray","uyURU","DF","Las Palmas","esLa Liga","28","1989","12.8","698","546","148","22","2","4","19","126","0","0","0","0","519","4","16",
"Jean-Eudes Aholou","ciCIV","MF","Strasbourg","frLigue 1","23","1994","33.4","1359","1332","22","19","4","18","5","3","0","0","0","0","1162","5","14",
"Ailton","brBRA","DF,MF","Stuttgart","deBundesliga","22","1995","1.2","65","50","15","4","0","2","3","11","0","0","0","0","45","0","4",
"Youssef Aït Bennasser","maMAR","MF","Caen","frLigue 1","21","1996","22.7","1135","1117","16","10","5","24","11","1","2","1","0","0","936","2","20",
"Arlind Ajeti","alALB","DF","Crotone","itSerie A","23","1993","14.1","362","348","13","13","0","2","0","0","0","0","0","0","282","1","5",
"Manuel Akanji","chSUI","DF","Dortmund","deBundesliga","22","1995","10.0","618","584","34","14","0","8","1","20","0","0","0","0","527","0","3",
"Nathan Aké","nlNED","DF","Bournemouth","engPremier League","22","1995","37.3","1609","1551","56","43","0","2","5","13","0","0","0","0","1344","2","11",
"Ager Aketxe","esESP","MF","Athletic Club","esLa Liga","23","1993","0.4","42","37","5","2","0","0","7","0","3","2","1","0","32","0","1",
"Chadrac Akolo","cdCOD","MF,FW","Stuttgart","deBundesliga","22","1995","12.2","317","304","7","0","4","0","14","3","1","0","1","0","237","6","13",
"Kevin Akpoguma","ngNGA","DF","Hoffenheim","deBundesliga","22","1995","18.8","1021","973","46","38","1","8","6","8","0","0","0","0","876","2","11",
"David Alaba","atAUT","DF","Bayern Munich","deBundesliga","25","1992","17.2","1338","1167","168","10","0","4","94","151","7","0","7","0","1126","3","37",
"Lucas Alario","arARG","FW","Leverkusen","deBundesliga","24","1992","17.2","410","377","31","1","0","1","3","1","0","0","0","0","303","2","14",
"David Alba","esESP","DF","Getafe","esLa Liga","18","1999","0.7","9","9","0","0","0","0","0","0","0","0","0","0","7","0","0",
"Jordi Alba","esESP","DF","Barcelona","esLa Liga","28","1989","30.5","2418","2101","308","46","2","19","46","261","1","0","0","0","2074","9","55",
"Raúl Albentosa","esESP","DF","La Coruña","esLa Liga","28","1988","19.4","775","738","34","33","1","12","2","1","0","0","0","0","607","3","8",
"Luis Alberto","esESP","FW,MF","Lazio","itSerie A","24","1992","29.7","1859","1572","265","67","38","15","213","26","168","68","69","9","1362","22","44",
"Raúl Albiol","esESP","DF","Napoli","itSerie A","31","1985","30.5","2510","2458","48","47","0","63","3","1","0","0","0","0","2241","4","14",
"Miiko Albornoz","clCHI","DF,MF","Hannover 96","deBundesliga","26","1990","7.8","423","324","97","7","0","1","23","90","0","0","0","0","325","2","13",
"Marc Albrighton","engENG","MF,FW","Leicester City","engPremier League","27","1989","28.2","1298","1124","162","28","11","20","217","64","65","50","9","0","771","12","64",
"Paco Alcácer","esESP","MF,FW","Barcelona","esLa Liga","23","1993","7.7","234","224","8","0","3","0","6","3","3","2","0","1","188","2","5",
"Pedro Alcalá","esESP","DF","Girona","esLa Liga","28","1989","7.7","295","279","13","13","0","18","4","0","0","0","0","0","208","3","3",
"Thiago Alcántara","esESP","MF,FW","Bayern Munich","deBundesliga","26","1991","13.9","1310","1268","39","21","1","33","13","7","8","6","1","0","1187","3","10",
"David Alcibiade","frFRA","DF","Nantes","frLigue 1","25","1991","2.3","93","74","19","2","1","2","5","17","0","0","0","0","69","0","0",
"Toby Alderweireld","beBEL","DF","Tottenham","engPremier League","28","1989","13.1","931","901","30","21","1","31","7","9","0","0","0","0","793","0","4",
